month,state,permit,permit_recheck,handgun,long_gun,other_gun,multiple,other_sale_types,checks_combined
15-Feb,Iowa,13054,,268,2984,35,7,109,16457
15-Feb,Kansas,2233,,7694,6109,320,477,1429,18262
15-Feb,Kentucky,167767,,13909,9486,310,1042,5979,198493
15-Feb,Louisiana,6327,,13427,9717,631,643,3014,33759
15-Feb,Maine,0,,2962,2545,169,145,345,6166
15-Feb,Mariana Islands,0,,0,3,2,0,0,5
15-Feb,Maryland,1103,,2815,4670,144,23,337,9092
15-Feb,Massachusetts,3811,,4621,2174,295,129,9,11039
15-Feb,Michigan,14368,,13093,9906,414,200,521,38502
15-Feb,Minnesota,19155,,9846,9858,645,374,821,40699
15-Feb,Mississippi,771,,11559,6964,258,524,3894,23970
15-Feb,Missouri,7327,,26048,15858,1120,1346,3981,55680
15-Feb,Montana,1109,,3178,4248,131,314,2047,11027
15-Feb,Nebraska,4269,,133,2156,25,2,130,6715
15-Feb,Nevada,2021,,5338,3100,229,271,667,11626
15-Feb,New Hampshire,2190,,4184,2529,109,3,70,9085
15-Feb,New Jersey,0,,4101,3005,123,0,0,7229
15-Feb,New Mexico,748,,6039,4625,342,447,1631,13832
15-Feb,New York,2886,,8512,13343,643,153,383,25920
15-Feb,North Carolina,24718,,1364,14638,772,396,6585,48473
15-Feb,North Dakota,433,,1862,2783,106,94,234,5512
15-Feb,Ohio,2,,34137,18836,1682,1595,3647,59899
15-Feb,Oklahoma,0,,16251,10864,932,1241,5019,34307
15-Feb,Oregon,51,,13230,10932,0,0,0,24213
15-Feb,Pennsylvania,20284,,51886,8727,0,0,482,81379
15-Feb,Puerto Rico,0,,1054,187,11,23,7,1282
15-Feb,Rhode Island,0,,922,635,59,136,25,1777
15-Feb,South Carolina,6678,,13831,7072,500,502,2960,31543
15-Feb,South Dakota,569,,3449,4167,173,211,496,9065
15-Feb,Tennessee,8703,,27069,16763,0,1226,0,53761
15-Feb,Texas,17042,,60204,39798,3091,3489,16605,140229
15-Feb,Utah,11420,,3668,4018,211,217,1093,20627
15-Feb,Vermont,0,,1649,1421,83,65,2,3220
15-Feb,Virgin Islands,102,,8,2,0,0,1,113
15-Feb,Virginia,492,,23999,15237,1040,0,18,40786
15-Feb,Washington,10199,,15771,11434,1431,741,3553,43129
15-Feb,West Virginia,1692,,9538,7719,262,721,4316,24248
15-Feb,Wisconsin,5432,,13332,12361,746,61,609,32541
15-Feb,Wyoming,546,,2131,2092,117,155,498,5539
15-Jan,Alabama,16077,,16291,12944,849,739,4219,51119
15-Jan,Alaska,196,,2439,2050,225,107,331,5348
15-Jan,Arizona,3690,,10585,6808,723,510,2304,24620
15-Jan,Arkansas,3896,,5295,5760,202,319,2712,18184
15-Jan,California,47134,,37560,23524,4060,0,1014,113292
15-Jan,Colorado,3404,,15739,11932,1031,897,4,33007
15-Jan,Connecticut,10699,,9910,3891,211,0,80,24791
15-Jan,Delaware,392,,1910,1596,82,84,69,4133
15-Jan,District of Columbia,0,,55,6,0,0,0,61
15-Jan,Florida,13798,,43909,21939,2433,1752,4064,87895
15-Jan,Georgia,15535,,13650,9280,404,578,3801,43248
15-Jan,Guam,0,,101,49,13,1,0,164
15-Jan,Hawaii,1188,,0,0,0,0,0,1188
15-Jan,Idaho,2719,,2568,3342,187,153,889,9858
15-Jan,Illinois,63009,,20682,12203,0,818,0,96712
15-Jan,Indiana,34934,,18433,11935,1081,597,553,67533
15-Jan,Iowa,9736,,197,2486,44,9,90,12562
15-Jan,Kansas,2300,,5724,5577,331,304,930,15166
15-Jan,Kentucky,298959,,9629,7663,241,535,3751,320778
15-Jan,Louisiana,43,,10760,10358,789,498,2068,24516
15-Jan,Maine,0,,2617,2285,168,117,236,5423
15-Jan,Mariana Islands,0,,0,0,1,0,0,1
15-Jan,Maryland,1623,,2542,4795,108,12,231,9311
15-Jan,Massachusetts,4937,,5139,2568,337,123,8,13112
15-Jan,Michigan,15459,,9260,7923,436,191,327,33596
15-Jan,Minnesota,20089,,8181,7949,604,324,677,37824
15-Jan,Mississippi,837,,6798,6220,261,314,2689,17119
15-Jan,Missouri,7340,,21243,13943,1185,900,2660,47271
15-Jan,Montana,943,,2204,3380,114,180,1413,8234
15-Jan,Nebraska,3915,,169,2057,21,6,73,6241
15-Jan,Nevada,2061,,3936,2553,219,241,472,9482
15-Jan,New Hampshire,2940,,4097,2652,118,0,27,9834
15-Jan,New Jersey,0,,3854,3163,127,0,0,7144
15-Jan,New Mexico,471,,4548,3689,353,388,1165,10614
15-Jan,New York,3923,,9002,12478,597,141,365,26506
15-Jan,North Carolina,23597,,1291,13043,641,213,4414,43199
15-Jan,North Dakota,689,,1672,2793,81,83,194,5512
15-Jan,Ohio,0,,26268,16186,1678,1164,2380,47676
15-Jan,Oklahoma,0,,13234,9811,1006,832,3723,28606
15-Jan,Oregon,62,,10601,8766,0,0,0,19429
15-Jan,Pennsylvania,20519,,44966,7800,0,0,36,73321
15-Jan,Puerto Rico,0,,1031,148,11,18,17,1225
15-Jan,Rhode Island,0,,886,622,63,140,11,1722
15-Jan,South Carolina,6266,,8767,6156,507,289,1938,23923
15-Jan,South Dakota,0,,2399,3631,188,147,344,6709
15-Jan,Tennessee,19362,,22197,15007,0,970,0,57536
15-Jan,Texas,18530,,44153,36397,2852,2306,11077,115315
15-Jan,Utah,12100,,2923,3317,198,135,721,19394
15-Jan,Vermont,0,,1171,1081,72,46,3,2373
15-Jan,Virgin Islands,67,,7,4,1,0,0,79
15-Jan,Virginia,379,,21023,14433,844,0,6,36685
15-Jan,Washington,10516,,13781,9419,1423,473,2406,38018
15-Jan,West Virginia,1450,,6881,5876,289,406,2722,17624
15-Jan,Wisconsin,4614,,9703,9221,608,49,392,24587
15-Jan,Wyoming,394,,1646,1830,106,100,337,4413
14-Dec,Alabama,16469,,23630,29449,773,1130,4423,75874
14-Dec,Alaska,212,,4259,4189,305,202,275,9442
14-Dec,Arizona,3892,,14200,11509,842,588,2031,33062
14-Dec,Arkansas,3675,,8260,14121,191,398,2808,29453
14-Dec,California,41907,,66770,47409,6956,0,1128,164170
14-Dec,Colorado,4623,,20924,19494,1067,1185,16,47309
14-Dec,Connecticut,10560,,11516,5542,257,0,8,27883
14-Dec,Delaware,226,,2320,3079,89,91,42,5847
14-Dec,District of Columbia,0,,50,3,0,0,0,53
14-Dec,Florida,12339,,50412,37098,2500,1954,3579,107882
14-Dec,Georgia,12759,,19541,22872,539,786,3725,60222
14-Dec,Guam,0,,117,58,21,7,0,203
14-Dec,Hawaii,1389,,0,0,0,0,0,1389
14-Dec,Idaho,2545,,4260,6913,227,205,798,14948
14-Dec,Illinois,101641,,24857,19709,0,1013,0,147220
14-Dec,Indiana,27509,,23399,21186,1044,835,522,74495
14-Dec,Iowa,8371,,260,5574,39,6,85,14335
14-Dec,Kansas,2328,,7333,10739,363,438,918,22119
14-Dec,Kentucky,259142,,14308,17629,308,720,3590,295697
14-Dec,Louisiana,26,,15337,25507,740,808,2226,44644
14-Dec,Maine,0,,3653,4701,223,162,251,8990
14-Dec,Mariana Islands,0,,0,0,0,0,0,0
14-Dec,Maryland,933,,2839,8357,115,12,206,12462
14-Dec,Massachusetts,5009,,5486,3263,383,183,8,14332
14-Dec,Michigan,13920,,11860,15576,433,222,280,42291
14-Dec,Minnesota,19221,,9357,13082,577,369,546,43152
14-Dec,Mississippi,607,,10726,17253,268,455,3255,32564
14-Dec,Missouri,6542,,27713,25507,1224,1155,2433,64574
14-Dec,Montana,850,,3913,6802,109,273,1230,13177
14-Dec,Nebraska,4142,,184,4455,29,11,96,8917
14-Dec,Nevada,2029,,5202,4356,285,298,420,12590
14-Dec,New Hampshire,2938,,5059,4122,100,2,26,12247
14-Dec,New Jersey,0,,3796,4768,148,0,0,8712
14-Dec,New Mexico,825,,6575,6721,383,331,1046,15881
14-Dec,New York,2978,,9349,21403,604,164,351,34849
14-Dec,North Carolina,22263,,1745,27082,658,230,4593,56571
14-Dec,North Dakota,408,,2020,4018,74,101,174,6795
14-Dec,Ohio,0,,35658,30752,1609,1436,2276,71731
14-Dec,Oklahoma,0,,19055,20488,1054,1183,3531,45311
14-Dec,Oregon,67,,14346,13994,0,0,4,28411
14-Dec,Pennsylvania,20786,,61828,12737,0,0,33,95384
14-Dec,Puerto Rico,0,,1158,205,12,30,12,1417
14-Dec,Rhode Island,0,,895,894,59,133,7,1988
14-Dec,South Carolina,5846,,11905,14320,477,408,1890,34846
14-Dec,South Dakota,1,,3098,5897,160,155,334,9645
14-Dec,Tennessee,11115,,30117,30298,0,1404,0,72934
14-Dec,Texas,18336,,66280,78321,3420,3302,10999,180658
14-Dec,Utah,12359,,4744,8018,206,238,546,26111
14-Dec,Vermont,0,,1306,1715,70,57,4,3152
14-Dec,Virgin Islands,81,,13,0,0,0,0,94
14-Dec,Virginia,212,,24410,24225,1092,0,0,49939
14-Dec,Washington,10625,,19476,15253,1647,657,2168,49826
14-Dec,West Virginia,1069,,9844,12767,338,533,2384,26935
14-Dec,Wisconsin,3724,,12139,14806,574,43,336,31622
14-Dec,Wyoming,363,,2729,3383,111,118,327,7031
14-Nov,Alabama,11509,,16301,22502,544,963,4505,56324
14-Nov,Alaska,250,,3047,3798,257,214,285,7851
14-Nov,Arizona,3705,,9974,9362,643,477,2042,26203
14-Nov,Arkansas,3982,,5277,12356,166,337,3459,25577
14-Nov,California,48671,,43779,34964,4087,0,968,132469
14-Nov,Colorado,2807,,15478,16152,847,1235,4,36523
14-Nov,Connecticut,9193,,9106,4957,167,0,28,23451
14-Nov,Delaware,97,,1846,2649,78,55,39,4764
14-Nov,District of Columbia,0,,43,2,0,0,0,45
14-Nov,Florida,10477,,39126,30723,1974,1805,3826,87931
14-Nov,Georgia,9808,,12951,16489,418,706,3953,44325
14-Nov,Guam,0,,89,47,17,7,0,160
14-Nov,Hawaii,1078,,0,0,0,0,0,1078
14-Nov,Idaho,2126,,2611,5013,168,163,851,10932
14-Nov,Illinois,66164,,19282,18280,0,880,0,104606
14-Nov,Indiana,96876,,16681,20381,824,690,723,136175
14-Nov,Iowa,5596,,174,5018,19,4,95,10906
14-Nov,Kansas,1607,,5428,9622,227,371,892,18147
14-Nov,Kentucky,54751,,8807,15632,228,554,4141,84113
14-Nov,Louisiana,4,,10660,19375,548,642,2328,33557
14-Nov,Maine,0,,2356,4426,137,142,286,7347
14-Nov,Mariana Islands,0,,0,1,0,1,0,2
14-Nov,Maryland,886,,2290,8896,84,13,314,12483
14-Nov,Massachusetts,4647,,4698,3370,360,165,18,13258
14-Nov,Michigan,12590,,8752,17256,281,189,493,39561
14-Nov,Minnesota,16885,,6462,13470,405,311,725,38258
14-Nov,Mississippi,706,,6019,13482,207,349,3311,24074
14-Nov,Missouri,5189,,23419,26565,841,1120,3196,60330
14-Nov,Montana,663,,2442,5296,92,209,1350,10052
14-Nov,Nebraska,3041,,135,3757,20,5,114,7072
14-Nov,Nevada,951,,3807,3308,230,236,418,8950
14-Nov,New Hampshire,2484,,3838,3784,72,1,36,10215
14-Nov,New Jersey,0,,3141,4357,114,0,0,7612
14-Nov,New Mexico,623,,4734,5370,261,260,1060,12308
14-Nov,New York,3233,,6959,22126,489,145,308,33260
14-Nov,North Carolina,16716,,1210,22312,483,226,4811,45758
14-Nov,North Dakota,361,,1447,4023,69,110,207,6217
14-Nov,Ohio,0,,26893,32001,1413,1294,2648,64249
14-Nov,Oklahoma,0,,14060,17558,911,1011,4131,37671
14-Nov,Oregon,52,,10465,11486,0,0,0,22003
14-Nov,Pennsylvania,16515,,57010,13907,22,0,118,87572
14-Nov,Puerto Rico,0,,1146,171,14,21,17,1369
14-Nov,Rhode Island,0,,836,796,48,132,10,1822
14-Nov,South Carolina,4590,,8668,10869,412,415,2033,26987
14-Nov,South Dakota,2,,2231,5750,115,150,372,8620
14-Nov,Tennessee,8312,,21010,24913,0,1053,0,55288
14-Nov,Texas,15978,,47340,58551,2544,2815,11609,138837
14-Nov,Utah,9212,,3189,5890,146,213,561,19211
14-Nov,Vermont,0,,932,1814,47,36,4,2833
14-Nov,Virgin Islands,80,,12,2,0,0,0,94
14-Nov,Virginia,208,,19685,23164,898,0,0,43955
14-Nov,Washington,9260,,16080,13996,1886,626,2434,44282
14-Nov,West Virginia,780,,6057,12780,181,456,3796,24050
14-Nov,Wisconsin,4299,,8645,16950,434,51,648,31027
14-Nov,Wyoming,511,,1675,2637,85,99,392,5399
14-Oct,Alabama,15305,,13930,14643,507,811,4872,50068
14-Oct,Alaska,218,,3997,4406,246,290,646,9803
14-Oct,Arizona,4094,,9557,7966,577,517,2470,25181
14-Oct,Arkansas,4214,,5164,9255,138,356,3970,23097
14-Oct,California,50300,,42829,30607,3536,0,1167,128439
14-Oct,Colorado,4362,,14704,14649,746,1065,20,35546
14-Oct,Connecticut,10783,,8934,4654,119,0,57,24547
14-Oct,Delaware,128,,1562,1941,65,74,32,3802
14-Oct,District of Columbia,0,,50,1,0,1,0,52
14-Oct,Florida,14077,,38428,23668,1904,1742,4143,83962
14-Oct,Georgia,13571,,11239,12696,337,609,4734,43186
14-Oct,Guam,0,,112,40,14,6,0,172
14-Oct,Hawaii,1330,,0,0,0,0,0,1330
14-Oct,Idaho,2888,,2351,5239,125,175,1195,11973
14-Oct,Illinois,70325,,17927,14023,0,778,0,103053
14-Oct,Indiana,47593,,16054,15005,733,615,707,80707
14-Oct,Iowa,6822,,176,3667,22,3,105,10795
14-Oct,Kansas,2200,,4725,6092,248,299,1037,14601
14-Oct,Kentucky,6049,,8530,11463,211,654,4849,31756
14-Oct,Louisiana,0,,9658,15343,519,670,3030,29220
14-Oct,Maine,0,,2800,6552,117,180,484,10133
14-Oct,Mariana Islands,0,,0,2,0,0,0,2
14-Oct,Maryland,1285,,2410,5964,104,15,295,10073
14-Oct,Massachusetts,5639,,4902,3343,272,174,39,14369
14-Oct,Michigan,16955,,8642,13602,279,199,492,40169
14-Oct,Minnesota,18322,,7461,17386,407,374,1075,45025
14-Oct,Mississippi,760,,6024,8325,176,355,3446,19086
14-Oct,Missouri,6337,,18128,20255,834,1037,3430,50021
14-Oct,Montana,1112,,2651,6683,88,239,2060,12833
14-Oct,Nebraska,3741,,130,2698,13,3,150,6735
14-Oct,Nevada,1211,,3830,2880,195,241,516,8873
14-Oct,New Hampshire,3392,,3975,4109,90,2,65,11633
14-Oct,New Jersey,0,,3583,3736,116,0,0,7435
14-Oct,New Mexico,971,,4910,4780,246,409,1325,12641
14-Oct,New York,3703,,8190,21900,392,152,322,34659
14-Oct,North Carolina,20331,,1155,15491,465,230,5532,43204
14-Oct,North Dakota,463,,1598,5306,62,98,309,7836
14-Oct,Ohio,0,,25552,22111,1495,1289,2830,53277
14-Oct,Oklahoma,0,,12353,12430,717,931,4450,30881
14-Oct,Oregon,25,,9939,10701,0,0,2,20667
14-Oct,Pennsylvania,22166,,50150,10758,0,0,45,83119
14-Oct,Puerto Rico,0,,1151,195,8,22,26,1402
14-Oct,Rhode Island,0,,907,806,55,110,11,1889
14-Oct,South Carolina,6472,,7251,7633,271,300,2384,24311
14-Oct,South Dakota,8,,2172,6508,122,151,484,9445
14-Oct,Tennessee,7403,,19184,17453,0,893,0,44933
14-Oct,Texas,19667,,39725,44864,2317,2636,13338,122547
14-Oct,Utah,9097,,2335,4064,83,155,742,16476
14-Oct,Vermont,0,,1130,1853,57,58,3,3101
14-Oct,Virgin Islands,99,,27,1,0,0,0,127
14-Oct,Virginia,203,,18009,17273,934,0,0,36419
14-Oct,Washington,10635,,13942,12017,1205,584,3299,41682
14-Oct,West Virginia,1024,,6080,9459,178,485,3696,20922
14-Oct,Wisconsin,5280,,10459,16475,456,41,551,33262
14-Oct,Wyoming,541,,1597,2630,56,113,484,5421
14-Sep,Alabama,14261,,12337,13130,456,721,4176,45081
14-Sep,Alaska,217,,2416,3273,120,170,429,6625
14-Sep,Arizona,4108,,8689,7451,606,520,2164,23538
14-Sep,Arkansas,2787,,4074,6480,115,349,3248,17053
14-Sep,California,48291,,37720,28503,3278,0,1064,118856
14-Sep,Colorado,3266,,13033,12658,639,899,9,30504
14-Sep,Connecticut,10512,,7785,3660,144,0,59,22160
14-Sep,Delaware,94,,1370,1688,45,58,34,3289
14-Sep,District of Columbia,0,,47,1,0,0,0,48
14-Sep,Florida,11525,,37253,21661,1791,1722,3621,77573
14-Sep,Georgia,11240,,9973,9497,294,518,3901,35423
14-Sep,Guam,0,,86,44,47,4,0,181
14-Sep,Hawaii,1153,,0,0,0,0,0,1153
14-Sep,Idaho,2454,,2367,4956,69,174,1191,11211
14-Sep,Illinois,88071,,16060,12191,0,821,0,117143
14-Sep,Indiana,6439,,13876,12326,647,615,644,34547
14-Sep,Iowa,5545,,178,2660,23,4,84,8494
14-Sep,Kansas,1939,,3935,5343,187,263,891,12558
14-Sep,Kentucky,60765,,6912,8077,183,498,3948,80383
14-Sep,Louisiana,0,,11352,16638,518,819,2376,31703
14-Sep,Maine,0,,2440,4596,120,171,340,7667
14-Sep,Mariana Islands,0,,0,2,0,0,0,2
14-Sep,Maryland,1045,,2282,4797,87,13,256,8480
14-Sep,Massachusetts,5455,,4098,2420,254,129,38,12394
14-Sep,Michigan,16646,,7668,12051,242,179,393,37179
14-Sep,Minnesota,17953,,6621,15768,375,303,968,41988
14-Sep,Mississippi,818,,7427,8847,190,426,2624,20332
14-Sep,Missouri,5133,,14837,14838,646,891,2732,39077
14-Sep,Montana,881,,2562,5273,76,219,1869,10880
14-Sep,Nebraska,3191,,90,2156,13,6,121,5577
14-Sep,Nevada,1475,,3517,2803,153,244,438,8630
14-Sep,New Hampshire,2897,,3466,3192,67,2,44,9668
14-Sep,New Jersey,0,,3492,2854,124,0,0,6470
14-Sep,New Mexico,1030,,4080,4168,203,244,1248,10973
14-Sep,New York,3488,,7350,16835,455,125,322,28575
14-Sep,North Carolina,17095,,926,12314,364,202,4504,35405
14-Sep,North Dakota,298,,1389,3798,49,87,293,5914
14-Sep,Ohio,0,,20852,17783,912,1066,2331,42944
14-Sep,Oklahoma,0,,10040,10567,573,877,3829,25886
14-Sep,Oregon,66,,9089,10389,0,0,0,19544
14-Sep,Pennsylvania,20044,,42506,8823,0,0,77,71450
14-Sep,Puerto Rico,0,,1018,224,11,26,37,1316
14-Sep,Rhode Island,0,,779,627,49,105,10,1570
14-Sep,South Carolina,5486,,6192,6127,253,297,2023,20378
14-Sep,South Dakota,1,,2006,4479,109,156,415,7166
14-Sep,Tennessee,6139,,16841,14442,0,805,0,38227
14-Sep,Texas,16930,,34837,46899,1949,2376,11909,114900
14-Sep,Utah,9956,,2458,4059,90,144,824,17531
14-Sep,Vermont,0,,1033,1604,45,57,4,2743
14-Sep,Virgin Islands,100,,8,4,0,0,0,112
14-Sep,Virginia,109,,16028,14835,754,0,0,31726
14-Sep,Washington,8868,,11366,10589,919,532,2982,35256
14-Sep,West Virginia,824,,5203,7365,189,425,2946,16952
14-Sep,Wisconsin,3991,,9224,13579,412,31,517,27754
14-Sep,Wyoming,627,,1514,2483,53,97,522,5296
14-Aug,Alabama,14823,,13082,11806,504,781,4469,45465
14-Aug,Alaska,190,,2923,3852,143,231,477,7816
14-Aug,Arizona,6743,,9189,7159,616,500,2312,26519
14-Aug,Arkansas,3028,,4075,5296,102,300,3094,15895
14-Aug,California,45625,,38710,30590,3454,0,1191,119570
14-Aug,Colorado,4055,,14088,12531,639,908,9,32230
14-Aug,Connecticut,7758,,6001,2553,77,0,90,16479
14-Aug,Delaware,238,,1427,1623,53,53,21,3415
14-Aug,District of Columbia,0,,44,3,0,0,0,47
14-Aug,Florida,11081,,37260,19794,2009,1649,4075,75868
14-Aug,Georgia,11493,,10608,8358,291,502,4092,35344
14-Aug,Guam,0,,82,47,29,4,0,162
14-Aug,Hawaii,1130,,0,0,0,0,0,1130
14-Aug,Idaho,2709,,2298,3968,97,164,1059,10295
14-Aug,Illinois,62282,,16532,12191,0,716,0,91721
14-Aug,Indiana,7583,,15459,12168,662,540,665,37077
14-Aug,Iowa,5476,,117,2205,18,3,104,7923
14-Aug,Kansas,1418,,3930,4968,201,304,975,11796
14-Aug,Kentucky,213126,,7230,7382,155,558,4402,232853
14-Aug,Louisiana,0,,10024,10791,575,589,2430,24409
14-Aug,Maine,0,,2299,3387,113,137,377,6313
14-Aug,Mariana Islands,0,,0,0,0,0,0,0
14-Aug,Maryland,960,,2393,4587,62,10,253,8265
14-Aug,Massachusetts,5807,,4868,2726,320,181,47,13949
14-Aug,Michigan,13597,,7886,9867,267,172,400,32189
14-Aug,Minnesota,17989,,6595,11540,378,327,845,37674
14-Aug,Mississippi,634,,5690,6078,176,314,2840,15732
14-Aug,Missouri,4586,,17329,14418,677,1015,2861,40886
14-Aug,Montana,835,,2712,4427,68,228,1716,9986
14-Aug,Nebraska,2681,,81,1878,8,4,111,4763
14-Aug,Nevada,1400,,3749,2720,189,268,454,8780
14-Aug,New Hampshire,2811,,3616,3162,74,2,23,9688
14-Aug,New Jersey,0,,3653,3035,140,0,0,6828
14-Aug,New Mexico,745,,4498,3949,205,260,1159,10816
14-Aug,New York,5904,,7025,13388,415,124,283,27139
14-Aug,North Carolina,16602,,930,12038,448,246,4920,35184
14-Aug,North Dakota,549,,1353,2979,49,79,230,5239
14-Aug,Ohio,0,,20742,16787,939,1031,2545,42044
14-Aug,Oklahoma,0,,10714,9635,600,878,4048,25875
14-Aug,Oregon,31,,8476,8157,0,0,1,16665
14-Aug,Pennsylvania,18353,,40384,8958,0,0,48,67743
14-Aug,Puerto Rico,0,,1078,256,8,31,18,1391
14-Aug,Rhode Island,0,,790,683,37,100,7,1617
14-Aug,South Carolina,6875,,6621,5989,329,285,2085,22184
14-Aug,South Dakota,0,,1972,3693,72,136,388,6261
14-Aug,Tennessee,7569,,17136,14233,0,862,0,39800
14-Aug,Texas,16910,,38172,43507,2309,2337,12262,115497
14-Aug,Utah,12958,,2364,3132,87,123,671,19335
14-Aug,Vermont,0,,1020,1177,30,47,6,2280
14-Aug,Virgin Islands,119,,11,1,0,1,0,132
14-Aug,Virginia,0,,16034,13675,792,0,0,30501
14-Aug,Washington,7650,,11570,9239,867,488,2860,32674
14-Aug,West Virginia,948,,5236,5986,180,380,3069,15799
14-Aug,Wisconsin,3164,,8526,11849,388,35,505,24467
14-Aug,Wyoming,575,,1517,1964,46,83,452,4637
14-Jul,Alabama,17430,,11554,9544,492,600,3980,43600
14-Jul,Alaska,237,,2565,2564,109,130,430,6035
14-Jul,Arizona,4401,,8216,5610,557,453,1956,21193
14-Jul,Arkansas,2834,,3668,3928,133,245,2676,13484
14-Jul,California,40766,,34912,24482,3254,0,895,104309
14-Jul,Colorado,4049,,13288,10489,627,788,6,29247
14-Jul,Connecticut,6897,,4141,1489,92,0,1,12620
14-Jul,Delaware,181,,1301,1333,64,61,20,2960
14-Jul,District of Columbia,0,,44,4,0,1,0,49
14-Jul,Florida,12265,,33878,17356,1737,1419,3575,70230
14-Jul,Georgia,13895,,8998,5971,261,428,3434,32987
14-Jul,Guam,0,,72,38,12,4,0,126
14-Jul,Hawaii,1291,,0,0,0,0,0,1291
14-Jul,Idaho,2363,,1970,2823,81,132,882,8251
14-Jul,Illinois,60504,,15798,9607,0,687,0,86596
14-Jul,Indiana,7651,,13475,9126,555,471,538,31816
14-Jul,Iowa,5737,,119,1606,14,2,97,7575
14-Jul,Kansas,1644,,3884,3623,201,211,818,10381
14-Jul,Kentucky,232847,,6375,5428,151,484,3694,248979
14-Jul,Louisiana,0,,7931,7199,489,427,1950,17996
14-Jul,Maine,0,,1995,2381,101,124,322,4923
14-Jul,Mariana Islands,0,,0,2,0,0,0,2
14-Jul,Maryland,1065,,1953,3534,91,11,224,6878
14-Jul,Massachusetts,6138,,3922,2154,292,118,14,12638
14-Jul,Michigan,14814,,7133,6479,228,141,324,29119
14-Jul,Minnesota,19088,,6012,7192,285,237,669,33483
14-Jul,Mississippi,573,,4733,3874,133,259,2423,11995
14-Jul,Missouri,4364,,12678,9729,570,682,2471,30494
14-Jul,Montana,811,,2111,3279,73,182,1342,7798
14-Jul,Nebraska,2271,,75,1241,10,4,103,3704
14-Jul,Nevada,1598,,3359,2279,209,214,449,8108
14-Jul,New Hampshire,2668,,3126,2456,61,0,63,8374
14-Jul,New Jersey,0,,3989,2681,122,0,0,6792
14-Jul,New Mexico,718,,3803,3193,230,249,975,9168
14-Jul,New York,9454,,7428,9573,338,90,243,27126
14-Jul,North Carolina,17153,,787,8442,392,191,4152,31117
14-Jul,North Dakota,774,,1150,2145,48,73,192,4382
14-Jul,Ohio,0,,19770,14202,1000,875,2042,37889
14-Jul,Oklahoma,0,,9523,7517,644,769,3464,21917
14-Jul,Oregon,7,,7888,6998,0,0,3,14896
14-Jul,Pennsylvania,18465,,34544,6543,0,0,30,59582
14-Jul,Puerto Rico,0,,950,214,9,27,19,1219
14-Jul,Rhode Island,0,,686,564,31,85,8,1374
14-Jul,South Carolina,7170,,5453,4095,294,271,1810,19093
14-Jul,South Dakota,7,,1816,2559,134,115,353,4984
14-Jul,Tennessee,7937,,15442,10414,0,701,0,34494
14-Jul,Texas,19340,,32736,28145,2088,2043,10524,94876
14-Jul,Utah,14170,,1990,2532,69,109,515,19385
14-Jul,Vermont,0,,916,888,34,30,0,1868
14-Jul,Virgin Islands,43,,13,7,0,0,0,63
14-Jul,Virginia,0,,15727,11605,699,0,0,28031
14-Jul,Washington,8973,,10715,7606,839,476,2555,31164
14-Jul,West Virginia,873,,4847,4587,163,325,2503,13298
14-Jul,Wisconsin,3107,,7883,7746,364,40,401,19541
14-Jul,Wyoming,544,,1425,1691,65,89,391,4205
14-Jun,Alabama,15440,,11437,10279,417,568,3568,41709
14-Jun,Alaska,228,,2627,2467,130,155,398,6005
14-Jun,Arizona,5140,,8507,5496,590,456,1860,22049
14-Jun,Arkansas,3822,,3859,3788,98,231,2379,14177
14-Jun,California,39245,,34232,24557,3818,0,787,102639
14-Jun,Colorado,3583,,12549,9343,600,720,7,26802
14-Jun,Connecticut,7260,,4293,1647,70,0,0,13270
14-Jun,Delaware,194,,1451,1146,62,63,12,2928
14-Jun,District of Columbia,0,,21,1,0,0,1,23
14-Jun,Florida,13789,,33636,17047,1569,1403,3153,70597
14-Jun,Georgia,10963,,9625,6006,216,342,3234,30386
14-Jun,Guam,0,,84,42,13,6,0,145
14-Jun,Hawaii,1210,,0,0,0,0,0,1210
14-Jun,Idaho,3254,,2220,3190,105,128,848,9745
14-Jun,Illinois,87691,,15406,8740,0,570,0,112407
14-Jun,Indiana,7644,,13069,8702,530,415,447,30807
14-Jun,Iowa,6704,,146,1614,18,4,83,8569
14-Jun,Kansas,1582,,3682,3604,172,219,794,10053
14-Jun,Kentucky,199326,,6061,5196,157,387,3255,214382
14-Jun,Louisiana,0,,9220,6868,546,440,1832,18906
14-Jun,Maine,0,,2065,2185,95,110,328,4783
14-Jun,Mariana Islands,0,,0,1,0,0,0,1
14-Jun,Maryland,986,,2383,3641,91,15,204,7320
14-Jun,Massachusetts,6951,,4060,2021,305,123,14,13474
14-Jun,Michigan,14346,,7041,6044,242,139,336,28148
14-Jun,Minnesota,20821,,6592,6796,288,273,630,35400
14-Jun,Mississippi,547,,4596,3664,138,235,2275,11455
14-Jun,Missouri,3729,,13225,9673,584,688,2180,30079
14-Jun,Montana,865,,2469,3630,73,186,1231,8454
14-Jun,Nebraska,2226,,89,1144,4,3,84,3550
14-Jun,Nevada,2101,,3695,2418,189,220,377,9000
14-Jun,New Hampshire,2691,,3214,2561,54,0,14,8534
14-Jun,New Jersey,0,,4018,2493,138,0,0,6649
14-Jun,New Mexico,795,,4237,3269,208,220,817,9546
14-Jun,New York,6899,,6991,9201,343,123,253,23810
14-Jun,North Carolina,18553,,751,8702,360,198,4013,32577
