month,state,permit,permit_recheck,handgun,long_gun,other_gun,multiple,other_sale_types,checks_combined
09-Dec,South Dakota,0,,1367,4622,23,66,278,6356
09-Dec,Tennessee,10098,,16886,20554,0,607,0,48145
09-Dec,Texas,9640,,38003,55742,607,1757,9140,114889
09-Dec,Utah,8407,,3123,6483,0,153,0,18166
09-Dec,Vermont,0,,769,1249,14,24,0,2056
09-Dec,Virgin Islands,61,,30,2,0,1,0,94
09-Dec,Virginia,0,,11911,17572,0,401,0,29884
09-Dec,Washington,6058,,11211,12797,370,378,1643,32457
09-Dec,West Virginia,0,,5102,9994,85,288,2250,17719
09-Dec,Wisconsin,0,,5164,11178,92,6,165,16605
09-Dec,Wyoming,396,,1366,2548,22,68,306,4706
09-Nov,Alabama,399,,8846,17054,113,431,3891,30734
09-Nov,Alaska,0,,1743,2575,90,105,213,4726
09-Nov,Arizona,1722,,4950,5721,113,293,1204,14003
09-Nov,Arkansas,1906,,3487,9651,37,256,3458,18795
09-Nov,California,17144,,16571,22677,0,0,0,56392
09-Nov,Colorado,0,,9422,11977,0,3067,0,24466
09-Nov,Connecticut,6214,,3409,3866,22,0,9,13520
09-Nov,Delaware,0,,656,1227,16,27,0,1926
09-Nov,District of Columbia,0,,29,0,0,0,4,33
09-Nov,Florida,0,,25427,17590,0,1141,2166,46324
09-Nov,Georgia,6458,,6802,10988,70,324,2869,27511
09-Nov,Guam,0,,21,22,0,0,0,43
09-Nov,Hawaii,859,,0,0,0,0,0,859
09-Nov,Idaho,1387,,1540,3649,32,110,688,7406
09-Nov,Illinois,43221,,7925,12399,0,473,0,64018
09-Nov,Indiana,6427,,7883,14084,191,301,636,29522
09-Nov,Iowa,5560,,27,5416,12,4,127,11146
09-Nov,Kansas,0,,4396,8394,99,306,822,14017
09-Nov,Kentucky,172706,,6521,12119,120,441,3749,195656
09-Nov,Louisiana,0,,6232,13866,132,310,2025,22565
09-Nov,Maine,0,,1552,3607,31,84,170,5444
09-Nov,Mariana Islands,0,,0,0,0,0,0,0
09-Nov,Maryland,0,,3567,5674,12,9,236,9498
09-Nov,Massachusetts,3810,,2420,2251,73,76,1,8631
09-Nov,Michigan,13601,,1814,16893,99,53,494,32954
09-Nov,Minnesota,5053,,3966,10999,95,142,647,20902
09-Nov,Mississippi,216,,3428,11069,83,264,3142,18202
09-Nov,Missouri,860,,10663,16145,216,471,2388,30743
09-Nov,Montana,439,,1521,3913,19,135,1299,7326
09-Nov,Nebraska,2024,,16,3611,7,4,130,5792
09-Nov,Nevada,1060,,3411,3284,0,253,359,8367
09-Nov,New Hampshire,1559,,2234,2729,0,4,10,6536
09-Nov,New Jersey,0,,1999,2644,0,70,0,4713
09-Nov,New Mexico,377,,2699,3571,66,245,1005,7963
09-Nov,New York,2257,,4162,16442,242,59,14,23176
09-Nov,North Carolina,10753,,214,15387,117,118,3690,30279
09-Nov,North Dakota,246,,737,2881,15,42,186,4107
09-Nov,Ohio,0,,15223,20759,314,603,2367,39266
09-Nov,Oklahoma,0,,7205,10286,190,500,3651,21832
09-Nov,Oregon,86,,5618,8861,0,373,0,14938
09-Nov,Pennsylvania,170,,0,59769,0,162,0,60101
09-Nov,Puerto Rico,0,,471,94,4,16,0,585
09-Nov,Rhode Island,0,,554,534,26,72,0,1186
09-Nov,South Carolina,4166,,7783,8398,50,210,1383,21990
09-Nov,South Dakota,0,,1012,4323,15,61,331,5742
09-Nov,Tennessee,12729,,12301,15026,0,535,0,40591
09-Nov,Texas,20688,,27116,36125,466,1438,9506,95339
09-Nov,Utah,6087,,2402,4379,0,125,0,12993
09-Nov,Vermont,0,,529,1500,16,23,0,2068
09-Nov,Virgin Islands,98,,15,4,0,0,0,117
09-Nov,Virginia,0,,11099,15971,0,364,0,27434
09-Nov,Washington,4965,,8101,9112,278,311,1686,24453
09-Nov,West Virginia,54,,3522,9722,59,251,3811,17419
09-Nov,Wisconsin,0,,4708,14139,76,12,392,19327
09-Nov,Wyoming,353,,1023,1758,21,61,337,3553
09-Oct,Alabama,419,,9051,13174,117,495,4090,27346
09-Oct,Alaska,0,,2400,3491,79,185,569,6724
09-Oct,Arizona,2595,,5272,5127,133,244,1460,14831
09-Oct,Arkansas,3358,,3362,7981,23,308,3448,18480
09-Oct,California,27218,,17537,19713,0,0,0,64468
09-Oct,Colorado,0,,8995,11262,0,2683,0,22940
09-Oct,Connecticut,6960,,3830,3937,14,0,13,14754
09-Oct,Delaware,0,,715,1006,11,31,0,1763
09-Oct,District of Columbia,0,,28,0,0,0,0,28
09-Oct,Florida,0,,25740,15529,0,1371,2184,44824
09-Oct,Georgia,6852,,7054,10157,88,330,3872,28353
09-Oct,Guam,0,,19,28,2,1,0,50
09-Oct,Hawaii,853,,0,0,0,0,0,853
09-Oct,Idaho,1323,,1559,3962,18,123,1252,8237
09-Oct,Illinois,45473,,8321,11369,0,447,0,65610
09-Oct,Indiana,7499,,8784,11917,253,334,618,29405
09-Oct,Iowa,6675,,33,4700,14,4,181,11607
09-Oct,Kansas,0,,4912,7135,106,316,874,13343
09-Oct,Kentucky,171503,,6802,11016,119,555,4585,194580
09-Oct,Louisiana,0,,6313,13425,128,308,2708,22882
09-Oct,Maine,0,,1905,5557,34,119,352,7967
09-Oct,Mariana Islands,0,,0,0,0,0,0,0
09-Oct,Maryland,0,,3209,4739,13,10,198,8169
09-Oct,Massachusetts,3759,,2700,2233,110,85,0,8887
09-Oct,Michigan,15026,,1847,14413,128,52,508,31974
09-Oct,Minnesota,7086,,4546,16459,115,212,980,29398
09-Oct,Mississippi,239,,3643,7635,67,253,3130,14967
09-Oct,Missouri,1000,,12308,16487,198,535,2593,33121
09-Oct,Montana,590,,1733,5721,45,180,2252,10521
09-Oct,Nebraska,2560,,13,3290,8,2,144,6017
09-Oct,Nevada,756,,3708,3096,0,250,414,8224
09-Oct,New Hampshire,2549,,2724,3388,0,6,14,8681
09-Oct,New Jersey,0,,2393,2497,0,61,2,4953
09-Oct,New Mexico,446,,3191,3570,58,156,1355,8776
09-Oct,New York,3228,,4851,17047,189,81,27,25423
09-Oct,North Carolina,11507,,212,13089,145,156,4290,29399
09-Oct,North Dakota,400,,729,4300,13,42,265,5749
09-Oct,Ohio,0,,15130,15489,327,668,2113,33727
09-Oct,Oklahoma,0,,6218,8201,184,602,3729,18934
09-Oct,Oregon,40,,5616,8543,0,411,0,14610
09-Oct,Pennsylvania,152,,0,55853,0,74,0,56079
09-Oct,Puerto Rico,0,,576,111,6,12,0,705
09-Oct,Rhode Island,0,,654,584,27,90,0,1355
09-Oct,South Carolina,4422,,4957,5714,48,164,1679,16984
09-Oct,South Dakota,0,,1127,5923,26,88,414,7578
09-Oct,Tennessee,10163,,12770,12309,0,538,0,35780
09-Oct,Texas,8933,,24638,32633,498,1449,10278,78429
09-Oct,Utah,25114,,2056,3591,0,147,0,30908
09-Oct,Vermont,0,,692,1687,13,29,0,2421
09-Oct,Virgin Islands,92,,21,0,0,0,0,113
09-Oct,Virginia,0,,12430,14753,0,380,0,27563
09-Oct,Washington,5679,,8594,9790,317,387,2534,27301
09-Oct,West Virginia,0,,3582,8264,63,340,3738,15987
09-Oct,Wisconsin,0,,4807,15777,113,8,414,21119
09-Oct,Wyoming,460,,915,1764,23,47,454,3663
09-Sep,Alabama,377,,7789,11911,116,452,3576,24221
09-Sep,Alaska,0,,1708,2670,61,95,351,4885
09-Sep,Arizona,2231,,5369,5353,126,262,1278,14619
09-Sep,Arkansas,2244,,3447,6513,24,245,2992,15465
09-Sep,California,27887,,15805,19228,0,0,0,62920
09-Sep,Colorado,0,,9181,9886,0,2788,0,21855
09-Sep,Connecticut,9076,,3276,3077,12,0,7,15448
09-Sep,Delaware,0,,678,798,8,36,0,1520
09-Sep,District of Columbia,0,,23,0,0,0,5,28
09-Sep,Florida,0,,23346,13521,0,1092,1915,39874
09-Sep,Georgia,7774,,6389,7383,76,330,2749,24701
09-Sep,Guam,0,,20,18,3,0,0,41
09-Sep,Hawaii,867,,0,0,0,0,0,867
09-Sep,Idaho,1279,,1500,3685,26,92,1033,7615
09-Sep,Illinois,43429,,6722,9425,0,434,0,60010
09-Sep,Indiana,9155,,6860,8705,170,295,525,25710
09-Sep,Iowa,5119,,29,3416,10,2,135,8711
09-Sep,Kansas,0,,3726,5308,80,244,779,10137
09-Sep,Kentucky,168779,,5913,8115,86,432,3706,187031
09-Sep,Louisiana,0,,8739,14274,135,450,2015,25613
09-Sep,Maine,0,,1763,3787,33,92,212,5887
09-Sep,Mariana Islands,0,,0,0,0,0,0,0
09-Sep,Maryland,0,,3241,3717,9,11,174,7152
09-Sep,Massachusetts,3538,,2181,1784,96,82,0,7681
09-Sep,Michigan,14252,,1690,12250,123,49,395,28759
09-Sep,Minnesota,6866,,4113,13734,95,185,755,25748
09-Sep,Mississippi,268,,3295,6237,71,202,2415,12488
09-Sep,Missouri,962,,10959,11621,191,467,1943,26143
09-Sep,Montana,650,,1808,4398,33,185,1679,8753
09-Sep,Nebraska,2045,,8,2476,9,0,100,4638
09-Sep,Nevada,878,,2868,2614,0,222,403,6985
09-Sep,New Hampshire,1670,,2078,2554,0,10,15,6327
09-Sep,New Jersey,0,,2182,1819,0,82,0,4083
09-Sep,New Mexico,423,,2873,3316,71,255,1109,8047
09-Sep,New York,2882,,4246,13698,227,70,36,21159
09-Sep,North Carolina,11505,,183,10168,118,123,3640,25737
09-Sep,North Dakota,758,,643,2787,9,32,190,4419
09-Sep,Ohio,0,,12947,12103,338,587,1821,27796
09-Sep,Oklahoma,0,,5729,6593,155,425,3147,16049
09-Sep,Oregon,62,,5443,8675,0,323,0,14503
09-Sep,Pennsylvania,189,,0,50144,0,91,0,50424
09-Sep,Puerto Rico,0,,535,162,4,14,0,715
09-Sep,Rhode Island,0,,444,551,26,77,0,1098
09-Sep,South Carolina,4187,,4909,5215,62,174,1481,16028
09-Sep,South Dakota,0,,1115,4207,20,62,334,5738
09-Sep,Tennessee,5863,,11365,9855,0,445,0,27528
09-Sep,Texas,9313,,21498,33233,411,1426,9048,74929
09-Sep,Utah,10164,,2013,3448,0,124,0,15749
09-Sep,Vermont,0,,634,1353,15,26,0,2028
09-Sep,Virgin Islands,125,,21,0,0,1,0,147
09-Sep,Virginia,0,,9887,11211,0,327,0,21425
09-Sep,Washington,5793,,7347,8666,196,343,2060,24405
09-Sep,West Virginia,62,,3374,5763,64,253,2827,12343
09-Sep,Wisconsin,0,,4682,12645,88,6,279,17700
09-Sep,Wyoming,442,,1015,1813,17,71,446,3804
09-Aug,Alabama,387,,8680,11371,138,425,3122,24123
09-Aug,Alaska,0,,1777,2712,56,119,412,5076
09-Aug,Arizona,2689,,5539,5189,142,254,1143,14956
09-Aug,Arkansas,3176,,3682,4827,40,234,2360,14319
09-Aug,California,27339,,17376,21212,0,0,0,65927
09-Aug,Colorado,0,,9391,9936,0,3455,0,22782
09-Aug,Connecticut,8631,,3486,2936,16,0,12,15081
09-Aug,Delaware,0,,699,808,11,27,0,1545
09-Aug,District of Columbia,0,,30,0,0,0,1,31
09-Aug,Florida,0,,24043,13398,0,1167,1624,40232
09-Aug,Georgia,7877,,7279,6932,81,297,2579,25045
09-Aug,Guam,0,,20,19,2,1,0,42
09-Aug,Hawaii,687,,0,0,0,0,0,687
09-Aug,Idaho,1320,,1510,3112,23,102,863,6930
09-Aug,Illinois,38289,,6978,9265,0,380,0,54912
09-Aug,Indiana,1733,,7900,8544,201,316,442,19136
09-Aug,Iowa,4451,,32,2608,15,6,101,7213
